latitud,longitud,area_construida,area_total,dormitorios,baños,estacionamiento,bodega,piscina,quincho,precio_uf,comuna,distancia_a_estacion_cercana,estacion_cercana,metro
-33.3492121,-70.7385839,83,163,5,2,No,No,No,No,1446.58,QUILICURA,5066.255837,No metro,No
-33.546228,-70.792333,124,269,3,3,No,No,No,No,3499.73,MAIPU,5062.092359,No metro,No
-33.630499,-70.621932,50,132,2,1,No,No,No,No,1061.71,PUENTE ALTO,5056.481632,No metro,No
-33.5851571,-70.6805442,85,165,2,1,Si,Si,Si,Si,1747.3365,SAN BERNARDO,5043.386228,No metro,No
-33.3948703,-70.7470325,60,140,3,2,Si,Si,Si,Si,3501.96,RENCA,5042.746832,No metro,No
-33.633012,-70.620346,50,165,3,1,No,No,No,No,815.61,PUENTE ALTO,5024.725624,No metro,No
-33.631191,-70.621174,49,128,3,1,No,No,No,No,605.09,PUENTE ALTO,5017.000862,No metro,No
-33.3657085,-70.7407547,90,90,3,2,Si,Si,Si,Si,1454.0976,QUILICURA,5014.413347,No metro,No
-33.5461651,-70.7915038,84,199,3,2,No,No,No,No,2153.5,MAIPU,5000.008339,No metro,No
-33.3617836,-70.7404714,46,84,2,1,Si,Si,Si,Si,1395.9288,QUILICURA,4999.871115,No metro,No
-33.559678,-70.709042,118,216,3,1,No,No,No,No,1219.66,SAN BERNARDO,4990.456918,No metro,No
-33.559646,-70.709053,118,216,3,1,No,No,No,No,1203.35,SAN BERNARDO,4990.012184,No metro,No
-33.545475,-70.791939,71,167,3,2,No,No,No,No,2290.36,MAIPU,4980.730268,No metro,No
-33.5858973,-70.6756442,110,63,3,2,Si,Si,Si,Si,1170.5463,SAN BERNARDO,4980.584283,No metro,No
-33.612523,-70.526204,80,80,3,2,Si,Si,Si,Si,1171.355,PUENTE ALTO,4978.342111,No metro,No
-33.630249,-70.621184,50,127,2,1,No,No,No,No,472.29,PUENTE ALTO,4978.048092,No metro,No
-33.3967683,-70.7535516,60,198,3,2,Si,Si,Si,Si,3985.3,RENCA,4976.866859,No metro,No
-33.5363355,-70.5395095,140,296,5,3,Si,Si,Si,Si,8950,LA FLORIDA,4971.711338,No metro,No
-33.51784653,-70.54040271,140,328,5,3,Si,Si,Si,Si,8490,LA FLORIDA,4970.649356,No metro,No
-33.3535162,-70.7385176,97,243,4,3,No,No,Si,No,1926.24,QUILICURA,4938.272761,No metro,No
-33.61318,-70.5266698,59,91,3,2,Si,Si,Si,Si,1184.82,PUENTE ALTO,4936.208898,No metro,No
-33.5188807,-70.5414148,110,221,4,3,Si,Si,Si,Si,6650,LA FLORIDA,4918.478578,No metro,No
-33.5341845,-70.7997173,76,130,3,3,Si,Si,Si,Si,2363.7108,MAIPU,4910.023874,No metro,No
-33.5341845,-70.7997173,76,130,3,3,Si,Si,Si,Si,2363.7108,MAIPU,4910.023874,No metro,No
-33.5349612,-70.7991463,66,116,3,3,Si,Si,Si,Si,2316.6,MAIPU,4899.565167,No metro,No
-33.5349612,-70.7991463,66,116,3,3,Si,Si,Si,Si,2316.6,MAIPU,4899.565167,No metro,No
-33.5349612,-70.7991463,66,116,3,3,Si,Si,Si,Si,2316.6,MAIPU,4899.565167,No metro,No
-33.5146196,-70.5392871,140,460,5,1,Si,Si,Si,Si,10990,LA FLORIDA,4896.455608,No metro,No
-33.3637424,-70.7394511,46,84,2,1,Si,Si,Si,Si,1415.3184,QUILICURA,4887.171499,No metro,No
-33.5350476,-70.5408076,170,294,5,4,Si,Si,Si,Si,7990,LA FLORIDA,4871.726903,No metro,No
-33.3983311,-70.7552011,50,124,2,1,Si,Si,Si,Si,3231.32,RENCA,4871.082767,No metro,No
-33.3656605,-70.7393117,130,150,2,2,Si,Si,Si,Si,2675.5344,QUILICURA,4870.096447,No metro,No
-33.5886774,-70.5305187,58,188,3,2,Si,Si,Si,Si,2086.895,PUENTE ALTO,4867.12955,No metro,No
-33.630773,-70.619685,49,128,3,1,No,No,No,No,605.09,PUENTE ALTO,4864.693028,No metro,No
-33.360222,-70.738938,88,88,3,3,Si,Si,Si,Si,2124,QUILICURA,4861.436221,No metro,No
-33.398162,-70.754246,68,181,3,2,No,No,No,No,1473.26,RENCA,4860.476982,No metro,No
-33.37487,-70.50938,60,80,5,2,Si,Si,Si,Si,2665.84,LAS CONDES,4848.215409,No metro,No
-33.544981,-70.7904103,107,86,3,3,Si,Si,Si,Si,3102,MAIPU,4838.851741,No metro,No
-33.56737721,-70.70203722,83,76,3,1,Si,Si,Si,Si,1696.4451,SAN BERNARDO,4813.251253,No metro,No
-33.629543,-70.619691,50,126,3,1,No,No,No,No,765.96,PUENTE ALTO,4812.912468,No metro,No
-33.623757,-70.621852,77,153,3,1,No,No,No,No,733.12,PUENTE ALTO,4809.099493,No metro,No
-33.56734,-70.702,76,83,3,1,Si,Si,Si,Si,1696.4451,SAN BERNARDO,4808.021478,No metro,No
-33.616051,-70.623406,52,167,3,1,No,No,No,No,544.06,PUENTE ALTO,4794.55062,No metro,No
-33.616084,-70.623395,52,167,3,1,No,No,No,No,572.38,PUENTE ALTO,4793.907722,No metro,No
-33.615897,-70.623407,52,167,3,1,No,No,No,No,472.29,PUENTE ALTO,4792.593638,No metro,No
-33.533737,-70.798457,76,219,3,3,No,No,No,No,2425.18,MAIPU,4778.367018,No metro,No
-33.5068012,-70.5366775,160,220,4,3,Si,Si,Si,Si,8100,PENALOLEN,4756.287284,No metro,No
-33.3631245,-70.7380146,46,84,2,1,Si,Si,Si,Si,1415.3184,QUILICURA,4746.308348,No metro,No
-33.6296421,-70.618862,70,70,3,2,Si,Si,Si,Si,807.83,PUENTE ALTO,4741.795105,No metro,No
-33.5661999,-70.7020333,124,242,1,2,No,No,No,No,1075.39,SAN BERNARDO,4740.456726,No metro,No
-33.352467,-70.736037,83,198,3,2,No,No,No,No,2035.21,QUILICURA,4725.865598,No metro,No
-33.624229,-70.6208288,70,60,3,1,Si,Si,Si,Si,1078,PUENTE ALTO,4725.850288,No metro,No
-33.58135,-70.681087,120,282,4,2,No,No,No,No,1110.48,SAN BERNARDO,4703.289151,No metro,No
-33.5374688,-70.5421434,115,311,4,3,Si,Si,Si,Si,9290,LA FLORIDA,4691.716988,No metro,No
-33.566288,-70.70133,118,242,1,2,No,No,No,No,916.4,SAN BERNARDO,4690.239428,No metro,No
-33.4572687,-70.7864333,53,60,3,1,Si,Si,Si,Si,3769.88,PUDAHUEL,4681.392932,No metro,No
-33.5854483,-70.5333494,80,170,3,2,Si,Si,Si,Si,1884.94,PUENTE ALTO,4671.802768,No metro,No
-33.5890549,-70.5324531,70,200,3,2,Si,Si,Si,Si,2092.5,PUENTE ALTO,4670.625133,No metro,No
-33.5350293,-70.5430174,115,307,4,2,Si,Si,Si,Si,8350,LA FLORIDA,4657.083594,No metro,No
-33.5350293,-70.5430174,115,307,4,2,Si,Si,Si,Si,8350,LA FLORIDA,4657.083594,No metro,No
-33.3984951,-70.7435159,140,74,4,2,Si,Si,Si,Si,2611.99,RENCA,4651.215321,No metro,No
-33.5760918,-70.6901379,74,90,4,1,Si,Si,Si,Si,2390,EL BOSQUE,4649.03457,No metro,No
-33.3844279,-70.7329929,96,162,3,3,Si,Si,Si,Si,4392,QUILICURA,4641.649325,No metro,No
-33.611928,-70.529559,61,115,3,1,Si,Si,Si,Si,1279.065,PUENTE ALTO,4640.074996,No metro,No
-33.3992047,-70.7487631,49,63,2,1,Si,Si,Si,Si,2369.64,RENCA,4638.260723,No metro,No
-33.5893916,-70.5329699,68,196,3,2,Si,Si,Si,Si,2100,PUENTE ALTO,4611.848362,No metro,No
-33.5829,-70.67049,75,140,2,2,No,No,No,No,970.49,EL BOSQUE,4592.79559,No metro,No
-33.5920999,-70.5325516,102.61,211,3,3,Si,Si,Si,Si,2850,PUENTE ALTO,4588.7295,No metro,No
-33.5874256,-70.5338273,100,156,3,2,Si,Si,Si,Si,2100,PUENTE ALTO,4586.006406,No metro,No
-33.54486911,-70.78656708,84,116,3,3,Si,Si,Si,Si,2633.4,MAIPU,4573.368603,No metro,No
-33.54486911,-70.78656708,84,116,3,3,Si,Si,Si,Si,2633.4,MAIPU,4573.368603,No metro,No
-33.538267,-70.792863,76,216,3,1,No,No,No,No,1499.81,MAIPU,4567.786939,No metro,No
-33.535682,-70.544009,115,320,4,3,Si,Si,Si,Si,7940,LA FLORIDA,4545.527912,No metro,No
-33.5318416,-70.7968503,60,150,3,2,Si,Si,Si,Si,1779.2874,MAIPU,4545.515761,No metro,No
-33.3857293,-70.7312745,95,150,3,2,Si,Si,Si,Si,3988.8,QUILICURA,4541.745051,No metro,No
-33.553701,-70.769167,89,207,4,3,No,No,No,No,2736.39,MAIPU,4538.223551,No metro,No
-33.553701,-70.769167,89,207,4,3,No,No,No,No,2052.06,MAIPU,4538.223551,No metro,No
-33.5808438,-70.6770775,38,120,3,1,Si,Si,Si,Si,1884.94,EL BOSQUE,4527.770809,No metro,No
-33.5808438,-70.6770775,38,120,3,1,Si,Si,Si,Si,1884.94,EL BOSQUE,4527.770809,No metro,No
-33.5808438,-70.6770775,38,120,3,1,Si,Si,Si,Si,1884.94,EL BOSQUE,4527.770809,No metro,No
-33.3530834,-70.7340467,72,72,2,1,Si,Si,Si,Si,1552.8312,QUILICURA,4517.556851,No metro,No
-33.497394,-70.536218,164,362,4,4,Si,Si,Si,Si,10990,PENALOLEN,4512.041676,No metro,No
-33.5359207,-70.5443313,102,338,3,3,No,No,No,No,1958.95,LA FLORIDA,4508.754145,No metro,No
-33.631836,-70.615081,48,120,2,1,No,No,No,No,905.56,PUENTE ALTO,4506.381481,No metro,No
-33.3900874,-70.5035682,150,250,4,3,Si,Si,Si,Si,14300,LAS CONDES,4498.558504,No metro,No
-33.3630001,-70.7355076,74,113,4,1,Si,Si,Si,Si,2229.6096,QUILICURA,4496.614495,No metro,No
-33.3575623,-70.7348514,77,95,3,2,Si,Si,Si,Si,2811.2472,QUILICURA,4494.685833,No metro,No
-33.4002453,-70.7452937,100,150,2,1,Si,Si,Si,Si,3339.03,RENCA,4489.742228,No metro,No
-33.4002453,-70.7452937,100,150,2,1,Si,Si,Si,Si,3339.03,RENCA,4489.742228,No metro,No
-33.4002453,-70.7452937,100,150,2,1,Si,Si,Si,Si,3342.9,RENCA,4489.742228,No metro,No
-33.403168,-70.75748,56,164,3,2,No,No,No,No,2359.999989,RENCA,4488.778681,No metro,No
-33.576279,-70.686615,62,182,2,2,No,No,No,No,1551.2,EL BOSQUE,4479.874245,No metro,No
-33.57698228,-70.68528471,107,107,5,2,Si,Si,Si,Si,3339.03,EL BOSQUE,4477.494579,No metro,No
-33.35437,-70.733965,114,247,3,3,No,No,No,No,2712.56,QUILICURA,4475.987283,No metro,No
-33.3901696,-70.5040109,147,270,5,4,Si,Si,Si,Si,13900,LAS CONDES,4454.659793,No metro,No
-33.613343,-70.620322,55,151,3,1,No,No,No,No,1360.3,PUENTE ALTO,4445.778006,No metro,No
-33.613343,-70.620322,55,151,3,1,No,No,No,No,1360.87,PUENTE ALTO,4445.778006,No metro,No
-33.579764,-70.677509,76,202,3,1,No,No,No,No,1003.34,EL BOSQUE,4436.775338,No metro,No
-33.5769335,-70.6844375,100,80,3,1,Si,Si,Si,Si,2040,EL BOSQUE,4434.252158,No metro,No
-33.543689,-70.785741,92,214,3,3,No,No,No,No,2353.85,MAIPU,4429.951241,No metro,No
-33.3900261,-70.5044765,150,207,4,3,Si,Si,Si,Si,14100,LAS CONDES,4417.761051,No metro,No
-33.3902287,-70.5043963,147,270,5,5,Si,Si,Si,Si,13900,LAS CONDES,4416.959497,No metro,No
-33.5311635,-70.7957364,137,169,3,4,Si,Si,Si,Si,2665.839,MAIPU,4415.245654,No metro,No
-33.5918765,-70.5344345,103,211,3,3,Si,Si,Si,Si,2850,PUENTE ALTO,4409.528481,No metro,No
-33.530185,-70.796059,59,187,3,1,No,No,No,No,1539.46,MAIPU,4397.773823,No metro,No
-33.404355,-70.757466,90,241,3,2,No,No,No,No,1589.75,RENCA,4378.003127,No metro,No
-33.46460872,-70.51589546,221,476,5,4,Si,Si,Si,Si,11650,PENALOLEN,4375.440255,No metro,No
-33.57530632,-70.53850293,105,232,3,3,Si,Si,Si,Si,2900,PUENTE ALTO,4374.973064,No metro,No
-33.4772348,-70.5220573,140,280,3,3,Si,Si,Si,Si,12320,PENALOLEN,4361.010526,No metro,No
-33.3908285,-70.5047626,139.54,212.54,4,4,Si,Si,Si,Si,14500,LAS CONDES,4359.592644,No metro,No
-33.496247,-70.537563,126,307,3,3,Si,Si,Si,Si,10900,PENALOLEN,4357.268095,No metro,No
-33.48072,-70.524934,79,79,4,1,Si,Si,Si,Si,1999,PENALOLEN,4346.191549,No metro,No
-33.60303827,-70.53293266,135,205,3,2,Si,Si,Si,Si,1945,PUENTE ALTO,4346.157085,No metro,No
-33.55141,-70.7699578,50,136,3,1,No,No,No,No,1165.31,MAIPU,4340.903567,No metro,No
-33.525901,-70.797334,74,226,2,1,No,No,No,No,2245.44,MAIPU,4336.496246,No metro,No
-33.54343927,-70.78442631,114,130,4,4,Si,Si,Si,Si,2838,MAIPU,4326.457359,No metro,No
-33.54343927,-70.78442631,114,130,4,4,Si,Si,Si,Si,2838,MAIPU,4326.457359,No metro,No
-33.54340122,-70.78438696,114,140,4,4,Si,Si,Si,Si,2937,MAIPU,4321.019453,No metro,No
-33.54340122,-70.78438696,114,140,4,4,Si,Si,Si,Si,2937,MAIPU,4321.019453,No metro,No
-33.4754664,-70.5214965,140,422,3,3,Si,Si,Si,Si,11300,PENALOLEN,4310.136495,No metro,No
-33.5215333,-70.7985194,76,120,3,2,Si,Si,Si,Si,2316.6,MAIPU,4309.948187,No metro,No
-33.52617703,-70.79685721,76,130,3,1,Si,Si,Si,Si,1954.953,MAIPU,4302.496926,No metro,No
-33.6297508,-70.6136942,67,80,4,2,Si,Si,Si,Si,982.86,PUENTE ALTO,4284.279183,No metro,No
-33.6297508,-70.6136942,67,80,4,2,Si,Si,Si,Si,1009.79,PUENTE ALTO,4284.279183,No metro,No
-33.560863,-70.54199,115,180,3,2,Si,Si,Si,Si,3195,PUENTE ALTO,4276.867735,No metro,No
-33.540093,-70.78735,61,189,4,1,No,No,No,No,1477.1,MAIPU,4275.555114,No metro,No
-33.5251807,-70.7969499,65,176,2,1,Si,Si,Si,Si,2310.396,MAIPU,4274.652148,No metro,No
-33.391723,-70.505361,139,413,5,4,No,No,No,No,12640.00001,LAS CONDES,4269.930975,No metro,No
-33.5498861,-70.7721801,120,200,3,1,No,No,No,No,1965.37,MAIPU,4269.59428,No metro,No
-33.5105147,-70.7996659,50,110,3,1,No,No,No,No,844.87,MAIPU,4267.223761,No metro,No
-33.5187494,-70.5488732,110,140,4,3,Si,Si,Si,Si,6250,LA FLORIDA,4227.79824,No metro,No
-33.521792,-70.797478,91,226,4,2,No,No,No,No,2256.06,MAIPU,4216.884018,No metro,No
-33.395239,-70.721971,70,232,3,1,No,No,No,No,1019.68,RENCA,4216.155747,No metro,No
-33.51760476,-70.54887772,117,138,4,3,Si,Si,Si,Si,6550,LA FLORIDA,4189.109408,No metro,No
-33.5470537,-70.7763286,116,156,4,3,Si,Si,Si,Si,2541.4356,MAIPU,4181.023611,No metro,No
-33.550532,-70.766931,51,151,3,2,No,No,No,No,1436.43,MAIPU,4175.006535,No metro,No
-33.5464231,-70.7771661,96,123,3,3,Si,Si,Si,Si,2046.1782,MAIPU,4165.116142,No metro,No
-33.5506777,-70.7657941,92,120,4,3,Si,Si,Si,Si,2434.7994,MAIPU,4163.664683,No metro,No
-33.4963698,-70.5395999,226,360,4,3,Si,Si,Si,Si,13300,PENALOLEN,4159.988895,No metro,No
-33.5491185,-70.7710052,80,138,3,2,Si,Si,Si,Si,2397.4764,MAIPU,4156.890152,No metro,No
-33.5765317,-70.5405185,74,169,3,3,Si,Si,Si,Si,1952.255,PUENTE ALTO,4150.361549,No metro,No
-33.5765317,-70.5405185,74,169,3,3,Si,Si,Si,Si,1954.52,PUENTE ALTO,4150.361549,No metro,No
-33.5169043,-70.5489784,138,117,4,3,Si,Si,Si,Si,6290,LA FLORIDA,4149.154162,No metro,No
-33.524397,-70.795869,40,60,3,1,Si,Si,Si,Si,1254,MAIPU,4145.905739,No metro,No
-33.524397,-70.795869,40,60,3,1,Si,Si,Si,Si,1254,MAIPU,4145.905739,No metro,No
-33.3647363,-70.7320429,60,101,3,1,Si,Si,Si,Si,1974.96,QUILICURA,4143.893791,No metro,No
-33.50949,-70.54526,132,166,4,3,Si,Si,Si,Si,7100,PENALOLEN,4117.39475,No metro,No
-33.508486,-70.5447023,108,155,3,3,Si,Si,Si,Si,7680,PENALOLEN,4113.909185,No metro,No
-33.55008626,-70.76615782,88,124,3,2,Si,Si,Si,Si,2579.9664,MAIPU,4113.820954,No metro,No
-33.4621078,-70.5180568,162,422,4,1,Si,Si,Si,Si,13700,PENALOLEN,4102.130116,No metro,No
-33.5750846,-70.5413236,95,120,3,3,Si,Si,Si,Si,2450,PUENTE ALTO,4094.064595,No metro,No
-33.5085244,-70.5450341,120,280,4,3,Si,Si,Si,Si,8300,PENALOLEN,4087.139864,No metro,No
-33.5085244,-70.5450341,120,280,4,3,Si,Si,Si,Si,8300,PENALOLEN,4087.139864,No metro,No
-33.5085244,-70.5450341,120,280,4,3,Si,Si,Si,Si,8300,PENALOLEN,4087.139864,No metro,No
-33.577686,-70.540852,69,206,3,2,No,No,No,No,2729.999995,PUENTE ALTO,4083.265067,No metro,No
-33.5916748,-70.6205033,48,102,2,1,Si,Si,Si,Si,1204.48,LA PINTANA,4067.844049,No metro,No
-33.5916748,-70.6205033,48,102,2,1,Si,Si,Si,Si,1203.67,LA PINTANA,4067.844049,No metro,No
-33.5916748,-70.6205033,48,102,2,1,Si,Si,Si,Si,1205.95,LA PINTANA,4067.844049,No metro,No
-33.5915131,-70.5380426,95,203,3,2,Si,Si,Si,Si,1945,PUENTE ALTO,4067.167327,No metro,No
-33.5077819,-70.5448624,120,280,4,3,Si,Si,Si,Si,8300,PENALOLEN,4065.192606,No metro,No
-33.5077819,-70.5448624,120,280,4,3,Si,Si,Si,Si,8300,PENALOLEN,4065.192606,No metro,No
-33.5115241,-70.5473193,104,150,4,3,Si,Si,Si,Si,6750,PENALOLEN,4058.279823,No metro,No
-33.5099023,-70.5463846,105,155,4,3,Si,Si,Si,Si,6590,PENALOLEN,4044.289123,No metro,No
-33.573089,-70.683209,108,279,5,1,No,No,No,No,1332.99,EL BOSQUE,4036.293925,No metro,No
-33.3795497,-70.7284337,77,128,3,2,Si,Si,Si,Si,3528,QUILICURA,4034.787114,No metro,No
-33.3795497,-70.7284337,77,128,3,2,Si,Si,Si,Si,3528,QUILICURA,4034.787114,No metro,No
-33.549474,-70.764567,82,82,3,3,Si,Si,Si,Si,1709.4,MAIPU,4021.196276,No metro,No
-33.6144034,-70.5359926,60,108,3,2,Si,Si,Si,Si,1009.79,PUENTE ALTO,4019.85532,No metro,No
-33.6144375,-70.5361321,65,110,3,1,Si,Si,Si,Si,1319.455,PUENTE ALTO,4006.419228,No metro,No
-33.4092666,-70.7592424,100,166,3,3,Si,Si,Si,Si,4800,RENCA,4004.483035,No metro,No
-33.5431474,-70.7793975,90,165,4,3,Si,Si,Si,Si,2843.5638,MAIPU,4002.239984,No metro,No
-33.6144693,-70.5363791,60,90,3,1,Si,Si,Si,Si,1319.455,PUENTE ALTO,3982.29268,No metro,No
-33.54938,-70.76202,73,124,3,2,Si,Si,Si,Si,2132.6712,MAIPU,3971.790188,No metro,No
-33.379842,-70.727639,89,236,3,3,No,No,No,No,2411.36,QUILICURA,3970.850977,No metro,No
-33.3518546,-70.7277396,60,156,3,2,No,No,No,No,1388.29,QUILICURA,3955.666668,No metro,No
-33.3576747,-70.7292718,89,86,4,1,Si,Si,Si,Si,1706.1408,QUILICURA,3944.480671,No metro,No
-33.510369,-70.5479052,174,282,4,3,Si,Si,Si,Si,9500,PENALOLEN,3943.894042,No metro,No
-33.49321183,-70.54126614,220,360,4,3,Si,Si,Si,Si,12780,PENALOLEN,3942.33661,No metro,No
-33.49321183,-70.54126614,220,360,4,3,Si,Si,Si,Si,12990,PENALOLEN,3942.33661,No metro,No
-33.5765122,-70.5427534,137,177,3,2,Si,Si,Si,Si,2250,PUENTE ALTO,3939.742643,No metro,No
-33.5083906,-70.5466719,120,181,3,3,Si,Si,Si,Si,7200,PENALOLEN,3939.585307,No metro,No
-33.5083906,-70.5466719,120,181,3,3,Si,Si,Si,Si,7200,PENALOLEN,3939.585307,No metro,No
-33.5381798,-70.5497106,121,243,4,3,Si,Si,Si,Si,7990,LA FLORIDA,3935.241434,No metro,No
-33.5167388,-70.7956863,79,82,4,2,Si,Si,Si,Si,1332.9228,MAIPU,3927.505309,No metro,No
-33.5087422,-70.5471347,105,155,3,3,Si,Si,Si,Si,7100,PENALOLEN,3918.683262,No metro,No
-33.380406,-70.726813,104,253,3,3,No,No,No,No,2074.41,QUILICURA,3915.065312,No metro,No
-33.379256,-70.727259,89,236,3,3,No,No,No,No,2881.91785,QUILICURA,3914.464765,No metro,No
-33.3521923,-70.7274174,91,183,3,3,Si,Si,Si,Si,3858.1992,QUILICURA,3913.829276,No metro,No
-33.5261858,-70.5545249,125,287,3,3,Si,Si,Si,Si,8670,LA FLORIDA,3913.466759,No metro,No
-33.6308426,-70.6086723,74,74,3,1,Si,Si,Si,Si,1346.385,PUENTE ALTO,3906.887499,No metro,No
-33.6308426,-70.6086723,74,74,3,1,Si,Si,Si,Si,1346.385,PUENTE ALTO,3906.887499,No metro,No
-33.6308426,-70.6086723,74,74,3,1,Si,Si,Si,Si,1347.945,PUENTE ALTO,3906.887499,No metro,No
-33.5030972,-70.7956562,50,60,3,2,Si,Si,Si,Si,1457.3262,MAIPU,3904.713632,No metro,No
-33.5030972,-70.7956562,50,60,3,2,Si,Si,Si,Si,1457.3262,MAIPU,3904.713632,No metro,No
-33.5030972,-70.7956562,50,60,3,2,Si,Si,Si,Si,1457.3262,MAIPU,3904.713632,No metro,No
-33.5762299,-70.6678414,44,110,2,1,No,No,No,No,415.59,EL BOSQUE,3900.428214,No metro,No
-33.351386,-70.726957,118,275,5,2,No,No,No,No,2500,QUILICURA,3899.021303,No metro,No
-33.351394,-70.726869,106,280,4,3,No,No,No,No,2600,QUILICURA,3890.52927,No metro,No
-33.49614481,-70.54231047,140,364,5,4,Si,Si,Si,Si,11950,PENALOLEN,3890.151242,No metro,No
-33.533317,-70.787921,46,168,2,1,No,No,No,No,1500,MAIPU,3874.096891,No metro,No
-33.548562,-70.760339,52,122,3,1,No,No,No,No,1545.88,MAIPU,3872.547643,No metro,No
-33.4369513,-70.7789205,73,178,3,3,No,No,No,No,2215.46,PUDAHUEL,3870.140621,No metro,No
-33.508361,-70.547487,125,240,3,3,Si,Si,Si,Si,8100,PENALOLEN,3868.607549,No metro,No
-33.533569,-70.5517092,155,419,4,2,No,No,No,No,4950.000014,LA FLORIDA,3862.225323,No metro,No
-33.548355,-70.7611773,100,110,3,2,Si,Si,Si,Si,2046,MAIPU,3860.102051,No metro,No
-33.5191907,-70.7944603,56,120,3,1,Si,Si,Si,Si,957,MAIPU,3857.87172,No metro,No
-33.4063683,-70.7282002,80,120,3,3,Si,Si,Si,Si,3769.88,RENCA,3851.012472,No metro,No
-33.4063683,-70.7282002,80,120,3,3,Si,Si,Si,Si,3769.88,RENCA,3851.012472,No metro,No
-33.4063683,-70.7282002,80,120,3,3,Si,Si,Si,Si,3774.25,RENCA,3851.012472,No metro,No
-33.5102291,-70.7954965,51,180,2,1,No,No,No,No,1126.51,MAIPU,3850.02994,No metro,No
-33.3555928,-70.727645,107,245,4,2,No,No,No,No,2120.65,QUILICURA,3833.627222,No metro,No
-33.6129677,-70.5377204,85,155,4,2,Si,Si,Si,Si,1480.89,PUENTE ALTO,3833.013248,No metro,No
-33.63057962,-70.60794252,92,98,3,1,Si,Si,Si,Si,767.44,PUENTE ALTO,3831.395515,No metro,No
-33.380584,-70.725822,94,178,3,3,Si,Si,Si,Si,3096,QUILICURA,3830.589481,No metro,No
-33.380584,-70.725822,76,128,3,3,Si,Si,Si,Si,3096,QUILICURA,3830.589481,No metro,No
-33.5911867,-70.540593,68,95,3,2,Si,Si,Si,Si,1811.5,PUENTE ALTO,3829.301798,No metro,No
-33.54726,-70.765465,54,120,2,2,Si,Si,Si,Si,1260.6,MAIPU,3822.866549,No metro,No
-33.54726,-70.765465,80,125,3,3,Si,Si,Si,Si,2211,MAIPU,3822.866549,No metro,No
-33.54726,-70.765465,42,136,3,1,Si,Si,Si,Si,1601.358,MAIPU,3822.866549,No metro,No
-33.5912339,-70.5407506,90,260,3,3,Si,Si,Si,Si,2500,PUENTE ALTO,3812.852357,No metro,No
-33.5286106,-70.7901621,85,160,3,2,Si,Si,Si,Si,2754.7014,MAIPU,3803.926727,No metro,No
-33.407429,-70.747026,56,246,2,1,No,No,No,No,1500,RENCA,3798.554854,No metro,No
-33.52861512,-70.79009414,85,160,3,2,Si,Si,Si,Si,3021.2886,MAIPU,3798.224723,No metro,No
-33.48086,-70.53276,180,400,4,4,Si,Si,Si,Si,12000,PENALOLEN,3797.208051,No metro,No
-33.614395,-70.5383193,81,191,3,2,No,No,No,No,1487.91,PUENTE ALTO,3788.866656,No metro,No
-33.5459592,-70.7686612,47,75,2,1,Si,Si,Si,Si,1510.641,MAIPU,3782.174556,No metro,No
-33.5459592,-70.7686612,47,75,2,1,Si,Si,Si,Si,1510.641,MAIPU,3782.174556,No metro,No
-33.4341464,-70.7772197,73,199,3,2,No,No,No,No,2077.94,PUDAHUEL,3774.354472,No metro,No
-33.5380919,-70.5514498,139,299,5,3,Si,Si,Si,Si,9500,LA FLORIDA,3766.767989,No metro,No
-33.4855776,-70.5403046,200,400,5,4,Si,Si,Si,Si,10340,PENALOLEN,3754.759681,No metro,No
-33.624549,-70.61033,50,111.25,2,1,No,No,No,No,472.29,PUENTE ALTO,3754.564589,No metro,No
-33.536268,-70.5521244,108,277,4,2,Si,Si,Si,Si,9280,LA FLORIDA,3743.980833,No metro,No
-33.5621706,-70.5472043,116,209,4,3,Si,Si,Si,Si,2750,PUENTE ALTO,3739.879091,No metro,No
-33.5326177,-70.7867111,84,236,4,2,No,No,No,No,1993.89,MAIPU,3735.435618,No metro,No
-33.530018,-70.788472,118,294,4,2,No,No,No,No,2309.34,MAIPU,3731.162009,No metro,No
-33.6307343,-70.6065779,56,94,3,1,Si,Si,Si,Si,1140,PUENTE ALTO,3726.783928,No metro,No
-33.379419,-70.7250536,90,52,2,1,Si,Si,Si,Si,1607.76,QUILICURA,3714.877193,No metro,No
-33.4646077,-70.5228384,150.31,260,4,4,Si,Si,Si,Si,13000,PENALOLEN,3713.652305,No metro,No
-33.6263088,-70.6090419,43,68,2,1,Si,Si,Si,Si,807.83,PUENTE ALTO,3712.733584,No metro,No
-33.45581884,-70.5209852,140,280,3,3,Si,Si,Si,Si,10990,LA REINA,3708.814351,No metro,No
-33.3562622,-70.7265212,84,224,4,3,No,No,No,No,2266.9,QUILICURA,3707.93664,No metro,No
-33.6205445,-70.6110853,48,80,3,2,Si,Si,Si,Si,900,PUENTE ALTO,3685.589785,No metro,No
-33.433695,-70.776136,59,172,3,1,Si,Si,Si,Si,4039.15,PUDAHUEL,3684.17141,No metro,No
-33.5225158,-70.79148134,98,134,3,2,Si,Si,Si,Si,2381.4846,MAIPU,3669.183215,No metro,No
-33.5586095,-70.5488274,130,220,5,3,Si,Si,Si,Si,3250,PUENTE ALTO,3655.642024,No metro,No
-33.5586095,-70.5488274,130,220,5,3,Si,Si,Si,Si,3250,PUENTE ALTO,3655.642024,No metro,No
